hoja_origen,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20
PRESUPUESTOS EJEMPLO,042001,0042001,Dintel Bloque Arcilla 9,ML,5,56655.70398074802,283278.5199037401,61404.06699535274,307020.3349767637,61202.785521095255,306013.9276054763,60915.03302109525,304575.1651054763,56730.61885574802,283653.0942787401,,,,,
PRESUPUESTOS EJEMPLO,042023,0042023,Dintel Concreto 15,ML,6,62696.21038516029,376177.2623109617,67490.41728168272,404942.5036900963,67423.74855693111,404542.4913415867,66848.24355693112,401089.4613415867,62846.04013516029,377076.24081096175,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,050000,0050000,PAÑETES:,,,0.0589977077539755,8162876.961604781,0.061689207061747436,8952026.855372299,0.044077784659329274,6267320.008941053,0.04354354227102048,6172149.295191053,0.04230338978720993,5746660.1914037205,,,,,
PRESUPUESTOS EJEMPLO,050500,0050500,INTERIORES:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,050501,0050501,Pañete interior allanado,M2,236,20372.598839705002,4807933.32617038,22267.3251235512,5255088.729158083,22298.6013677854,5262469.922797354,21950.9004302854,5180412.501547354,20463.12098033,4829296.55135788,,,,,
PRESUPUESTOS EJEMPLO,050561,0050561,Pañete cieloraso,M2,36,25387.49061585667,913949.6621708401,27918.759483901602,1005075.3414204577,27912.50239288053,1004850.0861436991,27548.24426788053,991736.7936436991,25482.32333460667,917363.6400458401,,,,,
PRESUPUESTOS EJEMPLO,051000,0051000,EXTERIORES:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,051001,0051001,Pañete exterior allanado,M2,66,36984.75717066001,2440993.9732635603,40785.7997696024,2691862.7847937588,40736.4485080708,2688605.6015326725,40272.847258070804,2658007.919032673,37105.453358160004,2448959.9216385605,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,060000,0060000,ESTRUCTURAS:,,,0.19796986724788568,27390956.86884259,0.20163105517005492,29259682.637072556,0.2052536073866659,29184543.87905613,0.20503342960885548,29062792.59905613,0.20186877078908896,27422654.18484259,,,,,
PRESUPUESTOS EJEMPLO,006015,006015,ESCALERAS,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,061501,0061501,Escaleras concreto 3000 PSI,M3,1,1951261.263062107,1951261.263062107,2136956.3716908013,2136956.3716908013,2134417.004110181,2134417.004110181,2112036.254110181,2112036.254110181,1957087.9755621068,1957087.9755621068,,,,,
PRESUPUESTOS EJEMPLO,000630,00630,LOSAS,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,063021,0063021,"Losa Aligerada e=,30 con 3000 PSI",M2,32,436353.37668819766,13963308.054022325,475917.09824054537,15229347.143697452,474378.06637966336,15180098.124149228,471692.37637966336,15094156.044149227,437052.58218819764,13985682.630022325,,,,,
PRESUPUESTOS EJEMPLO,000640,00640,VIGAS:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,063404,0063404,Concreto vigas sobre muros 3000 PSI,M3,0.6000000000000001,1272322.9206003794,763393.7523602278,1376466.4692844325,825879.8815706596,1379752.2131284287,827851.3278770574,1357371.4631284287,814422.8778770573,1278149.6331003793,766889.7798602277,,,,,
PRESUPUESTOS EJEMPLO,000645,00645,ACEROS DE REFUERZO:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,064501,0064501,Acero refuerzo 60000 PSI /Ton,KG,1200,8927.49483283161,10712993.79939793,9222.916033428035,11067499.240113642,9201.81451909972,11042177.422919665,9201.81451909972,11042177.422919665,8927.49483283161,10712993.79939793,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,070000,0070000,CUBIERTAS E IMPERMEABILIZACION,,,0.07070840052124265,9783159.30533559,0.070038084350299,10163573.854582574,0.07128886300836457,10136401.386779217,0.07151071711845057,10136401.386779217,0.07201762200296184,9783159.30533559,,,,,
PRESUPUESTOS EJEMPLO,070500,0070500,CIELORASOS:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,070507,0070507,Cieloraso yeso carton 1/2”,M2,3,80505.40025274483,241516.20075823448,83070.8162881291,249212.44886438732,82887.57228560167,248662.716856805,82887.57228560167,248662.716856805,80505.40025274483,241516.20075823448,,,,,
PRESUPUESTOS EJEMPLO,070508,0070508,Cieloraso fibrocemento  4  mm,M2,31,79629.17525274484,2468504.43283509,82194.5912881291,2548032.3299320024,82011.34728560166,2542351.7658536513,82011.34728560166,2542351.7658536513,79629.17525274484,2468504.43283509,,,,,
PRESUPUESTOS EJEMPLO,071000,0071000,TECHOS:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,071003,071003,Cubierta  Teja española /madera,M2,43,128056.46025526666,5506427.790976467,134430.164691004,5780497.081713172,133974.90008845134,5760920.703803407,133974.90008845134,5760920.703803407,128056.46025526666,5506427.790976467,,,,,
PRESUPUESTOS EJEMPLO,072000,0072000,IMPERMEABILIZACIONES:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,072013,0072013,Impermeabilizacion caliente 3 capas,M2,5,313342.17615316,1566710.8807658,317166.3988146024,1585831.994073012,316893.24005307077,1584466.2002653538,316893.24005307077,1584466.2002653538,313342.17615316,1566710.8807658,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,080000,0080000,PISOS Y ZOCALOS:,,,0.06821474945601032,9438139.683292825,0.06808781048912893,9880559.939959718,0.06945057360533184,9875019.19511744,0.06928302768827477,9820633.972617442,0.06958202825938381,9452298.594667824,,,,,
PRESUPUESTOS EJEMPLO,080500,0080500,SUB BASES,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,080511,0080511,Plantilla piso concreto 1500 PSI,M2,36,36135.54270158,1300879.53725688,38019.6780948012,1368708.4114128433,38153.2112140354,1373515.6037052744,37593.6924640354,1353372.9287052744,36281.210514080005,1306123.5785068802,,,,,
PRESUPUESTOS EJEMPLO,081500,0081500,DE CERAMICA:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,081513,0081513,Piso ceramica  416x416,M2,68,104772.20132206801,7124509.689900625,108762.4567728325,7395847.06055261,108718.74132322433,7392874.409979254,108215.17444822434,7358631.862479255,104903.30235331801,7133424.560025625,,,,,
PRESUPUESTOS EJEMPLO,084000,0084000,ZOCALOS:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,084017,0084017,"Zocalo ceramica  30  H=,10 ",ML,54,18754.638076580006,1012750.4561353204,20666.749407301202,1116004.467994265,20530.1700265354,1108629.1814329117,20530.1700265354,1108629.1814329117,18754.638076580006,1012750.4561353204,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,090000,0090000,ENCHAPES Y REVESTIMIENTOS:,,,0.00980085346696378,1356038.4634461,0.009937524476158352,1442083.473328554,0.0100988842860769,1435937.401194093,0.010130312462815897,1435937.401194093,0.009982323954254411,1356038.4634461,,,,,
PRESUPUESTOS EJEMPLO,090500,0090500,GENERALES:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,090501,0090501,Enchape  porcelana 20x20,M2,30,45201.28211487,1356038.4634461,48069.4491109518,1442083.473328554,47864.5800398031,1435937.401194093,47864.5800398031,1435937.401194093,45201.28211487,1356038.4634461,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,100000,0100000,INSTALACIONES HIDRAULICAS:,,,0.02684019163546624,3713588.040739454,0.028042112004532608,4069329.9801156973,0.028440709538183975,4043919.8415888227,0.02852921829030235,4043919.8415888227,0.027337158830362064,3713588.040739454,,,,,
PRESUPUESTOS EJEMPLO,100500,0100500,AGUA POTABLE:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,100501,0100501,"Red suministro 1/2"" rde 13.5",ML,12,20925.743261085598,251108.91913302717,23449.73021763758,281396.762611651,23269.445435026726,279233.34522032074,23269.445435026726,279233.34522032074,20925.743261085598,251108.91913302717,,,,,
PRESUPUESTOS EJEMPLO,100521,0100521,"Punto potable 1/2"" sanitario",UN,2,76145.752536952,152291.505073904,84559.04239212527,169118.08478425053,83958.09311675574,167916.1862335115,83958.09311675574,167916.1862335115,76145.752536952,152291.505073904,,,,,
PRESUPUESTOS EJEMPLO,100533,0100533,"Punto potable 1/2""lavamano AF-AC",UN,2,152795.63381774534,305591.2676354907,168219.9985522297,336439.9971044594,167118.25821405224,334236.5164281045,167118.25821405224,334236.5164281045,152795.63381774534,305591.2676354907,,,,,
PRESUPUESTOS EJEMPLO,100529,0100529,"Punto potable 1/2"" ducha AF",UN,2,76994.152536952,153988.305073904,85407.44239212526,170814.88478425052,84806.49311675574,169612.98623351147,84806.49311675574,169612.98623351147,76994.152536952,153988.305073904,,,,,
PRESUPUESTOS EJEMPLO,100531,0100531,"Punto potable 1/2"" llave terminal AF",UN,3,111977.002536952,335931.007610856,120390.29239212527,361170.8771763758,119789.34311675574,359368.02935026726,119789.34311675574,359368.02935026726,111977.002536952,335931.007610856,,,,,
PRESUPUESTOS EJEMPLO,100553,0100553,"Tuberia recta PVC 1 1/2""",ML,4.8,43672.263768476005,209626.86608868482,47878.908696062645,229818.7617411007,47578.43405837788,228376.48348021382,47578.43405837788,228376.48348021382,43672.263768476005,209626.86608868482,,,,,
PRESUPUESTOS EJEMPLO,101000,0101000,AGUAS NEGRAS:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,101011,0101011,"Punto sanitario de 4"" PVC",UN,2,147834.16261758667,295668.32523517334,161856.31237620878,323712.62475241756,160854.73025059293,321709.46050118585,160854.73025059293,321709.46050118585,147834.16261758667,295668.32523517334,,,,,
PRESUPUESTOS EJEMPLO,101015,0101015,"Punto aguas negras de 2x 1 1/2"" muro PVC",UN,2,143612.72858958668,287225.45717917336,157634.8783482088,315269.7566964176,156633.29622259294,313266.5924451859,156633.29622259294,313266.5924451859,143612.72858958668,287225.45717917336,,,,,
PRESUPUESTOS EJEMPLO,101017,0101017,"Punto aguas negras de 2"" sifon PVC",UN,3,111292.12542119001,333876.37626357004,121808.73774015659,365426.21322046977,121057.5511459447,363172.6534378341,121057.5511459447,363172.6534378341,111292.12542119001,333876.37626357004,,,,,
PRESUPUESTOS EJEMPLO,101023,0101023,"Bajante aguas negras de 4"" PVC",ML,2.4,110609.36531579333,265462.476757904,117620.4401951044,282289.0564682505,117119.64913229646,281087.1579175115,117119.64913229646,281087.1579175115,110609.36531579333,265462.476757904,,,,,
PRESUPUESTOS EJEMPLO,101500,0101500,REDES DE VENTILACION:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,101501,0101501,"Columnas ventilacion de 2"" PVC",ML,4.8,50360.71902463467,241731.45131824643,55969.57892808352,268653.9788548009,55568.94607783717,266730.9411736184,55568.94607783717,266730.9411736184,50360.71902463467,241731.45131824643,,,,,
PRESUPUESTOS EJEMPLO,001020,01020,REDES DE VENTILACION:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,102001,0102001,"Colector aguas lluvias de 4"" PVC",ML,12,73423.84028079335,881086.0833695201,80434.9151601044,965218.9819212528,79934.12409729647,959209.4891675577,79934.12409729647,959209.4891675577,73423.84028079335,881086.0833695201,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,110000,0110000,INSTALACIONES ELECTRICAS:,,,0.04766482825544704,6594868.5679066805,0.04804511102869224,6972064.396413616,0.04884473496449941,6945121.837234551,0.048996741950592934,6945121.837234551,0.04854737992702302,6594868.5679066805,,,,,
PRESUPUESTOS EJEMPLO,110500,0110500,ACOMETIDAS:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,110515,0110515,"Acometida parcial  # 6  1 1/2"" PVC",ML,10,60775.763261085594,607757.632610856,63299.75021763758,632997.5021763758,63119.46543502672,631194.6543502673,63119.46543502672,631194.6543502673,60775.763261085594,607757.632610856,,,,,
PRESUPUESTOS EJEMPLO,111000,0111000,SALIDAS:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,111001,0111001,Salida alumbrado comun,UN,10,154455.941305428,1544559.41305428,167075.8760881879,1670758.7608818791,166174.45217513363,1661744.5217513363,166174.45217513363,1661744.5217513363,154455.941305428,1544559.41305428,,,,,
PRESUPUESTOS EJEMPLO,111003,0111003,Salida tomacorriente comun,UN,12,145123.541305428,1741482.4956651358,157743.4760881879,1892921.7130582547,156842.05217513363,1882104.6261016037,156842.05217513363,1882104.6261016037,145123.541305428,1741482.4956651358,,,,,
PRESUPUESTOS EJEMPLO,111005,0111005,Salida aire acondicionado,UN,1,212582.891305428,212582.891305428,225202.82608818793,225202.82608818793,224301.40217513364,224301.40217513364,224301.40217513364,224301.40217513364,212582.891305428,212582.891305428,,,,,
PRESUPUESTOS EJEMPLO,111007,0111007,Salida estufa serv multiple,UN,1,212869.54130542802,212869.54130542802,225489.47608818792,225489.47608818792,224588.05217513366,224588.05217513366,224588.05217513366,224588.05217513366,212869.54130542802,212869.54130542802,,,,,
PRESUPUESTOS EJEMPLO,111009,0111009,Salida telefono,UN,1,140909.55942119,140909.55942119,151426.1717401566,151426.1717401566,150674.9851459447,150674.9851459447,150674.9851459447,150674.9851459447,140909.55942119,140909.55942119,,,,,
PRESUPUESTOS EJEMPLO,111011,0111011,Salida citofono,UN,1,114430.65942119001,114430.65942119001,124947.27174015659,124947.27174015659,124196.0851459447,124196.0851459447,124196.0851459447,124196.0851459447,114430.65942119001,114430.65942119001,,,,,
PRESUPUESTOS EJEMPLO,111013,0111013,Salida television sin cable,UN,1,120881.85942119,120881.85942119,131398.4717401566,131398.4717401566,130647.2851459447,130647.2851459447,130647.2851459447,130647.2851459447,120881.85942119,120881.85942119,,,,,
PRESUPUESTOS EJEMPLO,111500,0111500,SUBESTACIONES Y TABLEROS:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,111507,0111507,Tablero  doce circuitos trif,UN,1,649394.5157019834,649394.5157019834,666922.2029002609,666922.2029002609,665670.2252432412,665670.2252432412,665670.2252432412,665670.2252432412,649394.5157019834,649394.5157019834,,,,,
PRESUPUESTOS EJEMPLO,111510,0111510,Subestacion ,UN,0.1,12500000,1250000,12500000,1250000,12500000,1250000,12500000,1250000,12500000,1250000,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,120000,0120000,APARATOS SANITARIOS:,,,0.024826946661049575,3435037.03180428,0.024540704624111412,3561223.385881879,0.024978542264982303,3551642.1467513368,0.025056276598671885,3551642.1467513368,0.025277845756106365,3433842.7880542804,,,,,
PRESUPUESTOS EJEMPLO,120500,0120500,JUEGOS COMPLETOS:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,120507,0120507,Juego sanitario Milano bco,UN,3,1145012.34393476,3435037.03180428,1187074.4619606263,3561223.385881879,1183880.715583779,3551642.1467513368,1183880.715583779,3551642.1467513368,1144614.2626847601,3433842.7880542804,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,130000,0130000,CARPINTERIA DE MADERA:,,,0.03926200621304559,5432260.6450969735,0.03907686130737134,5670637.190993549,0.039761591361061985,5653610.294858079,0.03988533120056506,5653610.294858079,0.039988973045424564,5432260.6450969735,,,,,
PRESUPUESTOS EJEMPLO,130500,0130500,MARCOS Y PUERTAS:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,130501,0130501,Puerta acceso 100x200,UN,2,615944.9947731735,1231889.989546347,643989.2942904177,1287978.5885808354,641986.130039186,1283972.260078372,641986.130039186,1283972.260078372,615944.9947731735,1231889.989546347,,,,,
PRESUPUESTOS EJEMPLO,130527,0130527,Puerta fortec elegance 80x200,UN,3,417530.33777317335,1252591.01331952,445574.63729041757,1336723.9118712526,443571.47303918586,1330714.4191175576,443571.47303918586,1330714.4191175576,417530.33777317335,1252591.01331952,,,,,
PRESUPUESTOS EJEMPLO,130541,0130541,Puerta Fortec  elegance 70x200,UN,2,493835.9377731733,987671.8755463467,521880.23729041754,1043760.4745808351,519877.07303918584,1039754.1460783717,519877.07303918584,1039754.1460783717,493835.9377731733,987671.8755463467,,,,,
PRESUPUESTOS EJEMPLO,131000,0131000,MARCOS Y PUERTAS:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,131001,0131001,Closets Optimo Fortec,M2,6,326684.62778079335,1960107.76668476,333695.70266010443,2002174.2159606265,333194.9115972965,1999169.4695837789,333194.9115972965,1999169.4695837789,326684.62778079335,1960107.76668476,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,140000,0140000,CERRAJERIAS:,,,0.0048295154029007106,668207.9951724428,0.004875238302939857,707470.0144965847,0.0049558819157307955,704665.5845448602,0.004971304840514668,704665.5845448602,0.0049189376676551195,668207.9951724428,,,,,
PRESUPUESTOS EJEMPLO,140500,0140500,DE ACCESO:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,140503,0140503,Cerradura acceso Bellwood,UN,2,104008.28502463468,208016.57004926936,109617.14492808352,219234.28985616704,109216.51207783716,218433.02415567433,109216.51207783716,218433.02415567433,104008.28502463468,208016.57004926936,,,,,
PRESUPUESTOS EJEMPLO,141000,0141000,DE BA•ÑO:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,141003,0141003,Cerradura baño Bellwood,UN,2,92038.28502463468,184076.57004926936,97647.14492808352,195294.28985616704,97246.51207783716,194493.02415567433,97246.51207783716,194493.02415567433,92038.28502463468,184076.57004926936,,,,,
PRESUPUESTOS EJEMPLO,141000,0141000,DE ALCOBA:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,141003,0141003,Cerradura baño Bellwood,UN,3,92038.28502463468,276114.85507390404,97647.14492808352,292941.43478425057,97246.51207783716,291739.5362335115,97246.51207783716,291739.5362335115,92038.28502463468,276114.85507390404,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,150000,0150000,CARPINTERIA METALICA:,,,0.03149226721957215,4357245.6005805535,0.030364361503189868,4406323.124735731,0.030964821523439996,4402817.587296075,0.0310611854242396,4402817.587296075,0.03207537124183776,4357245.6005805535,,,,,
PRESUPUESTOS EJEMPLO,151000,0151000,VENTANAS:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,151001,0151001,Ventana 5020 200x100,UN,5,571256.9304057934,2856284.6520289667,578268.0052851044,2891340.026425522,577767.2142222965,2888836.0711114826,577767.2142222965,2888836.0711114826,571256.9304057934,2856284.6520289667,,,,,
PRESUPUESTOS EJEMPLO,151000,0151000,DIVISIONES:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,151503,0151503,Div Baño 100x180,UN,2,750480.4742757933,1500960.9485515866,757491.5491551043,1514983.0983102086,756990.7580922964,1513981.5161845929,756990.7580922964,1513981.5161845929,750480.4742757933,1500960.9485515866,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,160000,0160000,EQUIPOS :,,,0.01951442018359388,2700000,0.01860593827047798,2700000,0.018988980682398147,2700000,0.019048075234239147,2700000,0.019875744975546714,2700000,,,,,
PRESUPUESTOS EJEMPLO,160500,0160500,EQUIPOS ESPECIALES,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,160505,0160505,Inst. Contraincendio ,un,1,2700000,2700000,2700000,2700000,2700000,2700000,2700000,2700000,2700000,2700000,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,200000,0200000,ACABADOS:,,,0.07950559895262475,11000332.838613346,0.08244020032261612,11963306.425897613,0.08366422650129787,11896026.19180588,0.08390245660723253,11892888.391805882,0.08098372105231064,11001149.748613346,,,,,
PRESUPUESTOS EJEMPLO,200500,0200500,INTERIORES:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,200511,0200511,Estucado y vinilo sobre muro,M2,160,34497.0844321005,5519533.50913608,37794.71522759457,6047154.436415131,37566.46579577356,6010634.527323769,37551.24079577357,6008198.527323771,34501.0481821005,5520167.70913608,,,,,
PRESUPUESTOS EJEMPLO,200513,0200513,Estucado y vinilo sobre losa,M2,44,35017.9006821005,1540787.630012422,38315.49522759457,1685881.790014161,38087.595795773566,1675854.215014037,38071.64579577357,1675152.415014037,35022.0531821005,1540970.3400124218,,,,,
PRESUPUESTOS EJEMPLO,200545,0200545,Laca para puertas y marcos,UN ,3,535772.87576134,1607318.6272840202,579751.4363679276,1739254.3091037828,576610.1106103142,1729830.3318309425,576610.1106103142,1729830.3318309425,535772.87576134,1607318.6272840202,,,,,
PRESUPUESTOS EJEMPLO,200547,0200547,Laca para  closets,M2,6,147452.15858711334,884712.95152268,162111.6787893092,972670.0727358551,161064.57020343805,966387.4212206283,161064.57020343805,966387.4212206283,147452.15858711334,884712.95152268,,,,,
PRESUPUESTOS EJEMPLO,201000,0201000,EXTERIORES:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,201009,0201009,Graniplast sobre fachada,M2,48,30166.252513711333,1447980.120658144,31632.20453393092,1518345.817628684,31527.493675343805,1513319.6964165026,31527.493675343805,1513319.6964165026,30166.252513711333,1447980.120658144,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,220000,0220000,ADMINISTRACION DE OBRA:,,,0.18291165787105257,25307514.73041664,0.1743963173530904,25307514.73041664,0.17798663271681042,25307514.73041664,0.17854053502836725,25307514.73041664,0.18629841064690852,25307514.73041664,,,,,
PRESUPUESTOS EJEMPLO,220500,0220500,PERSONAL,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,100102,100102,EQUIPOS Y ADMON OBRA TIPO1 ,UN,0.04,632687868.260416,25307514.73041664,632687868.260416,25307514.73041664,632687868.260416,25307514.73041664,632687868.260416,25307514.73041664,632687868.260416,25307514.73041664,,,,,
PRESUPUESTOS EJEMPLO,,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,,,TOTAL PRESUPUESTO,,,0.9999999999999999,138359222.28783092,1,145114960.6512501,1,142187726.93274513,0.9999999999999997,141746605.1975014,0.9999999999999999,135843964.7581427,,,,,
PRESUPUESTOS EJEMPLO,,,VALOR METRO CUADRADO,,M2,72,1921655.8651087629,72,2015485.5646006959,72,1974829.5407325712,72,1968702.8499652972,72,1886721.732751982,,,,,
PRESUPUESTOS EJEMPLO,,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,,100126,UNIFAMILIAR BAJO 2P MUROS,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,,,Precios de:,,,Promedio Nacional,,Bogotá D.C.,,Medellín,,Cali,,Barranquilla,,,,,,
PRESUPUESTOS EJEMPLO,,Cod.,Descripcion,Un.,Cant.,Valor Unitario,Subtotal,Valor Unitario,Subtotal,Valor Unitario,Subtotal,Valor Unitario,Subtotal,Valor Unitario,Subtotal,,,,,
PRESUPUESTOS EJEMPLO,,0010000,OBRAS PRELIMINARES:,,,0.026112336450725478,3189631.5898098154,0.026319340580398417,3370824.530347105,0.026911015282104336,3377469.7477543983,0.026908342515804658,3367396.3320418987,0.02535715301244797,3041923.6916616904,,,,,
PRESUPUESTOS EJEMPLO,,0010100,GENERALES:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,100101,100101,OBRAS GENERALES TIPO,UN,0.04,67399199.40379246,2695967.9761516983,71100087.05203286,2844003.4820813145,71298280.6272233,2851931.225088932,71103096.50784831,2844123.8603139324,63691753.0840737,2547670.123362948,,,,,
PRESUPUESTOS EJEMPLO,011500,0011500,TRAZADOS:,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,011503,0011503,Trazado sobre placa,M2,27,13124.172047296333,354352.645277001,13629.872011530319,368006.5443113186,13633.967718326108,368117.1283948049,13550.039905826106,365851.07745730487,13146.022219171335,354942.599917626,,,,,
PRESUPUESTOS EJEMPLO,011501,0011501,Trazado sobre terreno,M2,60,2321.8494730186003,139310.96838111602,2646.9083992412043,158814.50395447225,2623.689904511018,157421.39427066108,2623.689904511018,157421.39427066108,2321.8494730186003,139310.96838111602,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,000002,002,CIMENTACIONES,,,0.02260855199239506,2761643.017693172,0.022928352746925496,2936526.9864454153,0.02354423811611944,2954922.032391684,0.023097261887810003,2890465.472391684,0.02316064713225399,2778423.949693172,,,,,
PRESUPUESTOS EJEMPLO,000210,00210,EXC. CIMENTACIONES,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,021001,0021001,"Excavacion Cimientos ,40x,80",ML,28,20395.85419435947,571083.9174420651,23251.27378156979,651035.6658839541,23047.315239626198,645324.8267095336,23047.315239626198,645324.8267095336,20395.85419435947,571083.9174420651,,,,,
PRESUPUESTOS EJEMPLO,000023,0023,CIMENTACIONES DE MUROS,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,023001,0023001,Cimiento de Concreto 2500 PSI 40x30,ML,28,78234.25358039667,2190559.100251107,81624.69002005219,2285491.320561461,82485.61448864824,2309597.2056821506,80183.59448864823,2245140.6456821505,78833.57258039666,2207340.0322511066,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,000003,003,INS. SUBTERRANEAS,,,0.005862201091890778,716070.0393010188,0.006116557730548312,783372.3180272916,0.006217875983271547,780375.166400861,0.0062056712590334425,776597.615525861,0.005977281908021399,717053.5051322688,,,,,
PRESUPUESTOS EJEMPLO,000305,00305,REGISTROS,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,030501,030501,Registro de 50x50x50,UN,2,358035.0196505094,716070.0393010188,391686.1590136458,783372.3180272916,390187.5832004305,780375.166400861,388298.8077629305,776597.615525861,358526.7525661344,717053.5051322688,,,,,
PRESUPUESTOS EJEMPLO,000000,,,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,000004,004,MAMPOSTERIAS:,,,0.07680440945168994,9381687.122715961,0.07681266972400953,9837709.67043059,0.07836501218883749,9835208.934915617,0.07809015054791713,9772452.033015618,0.07834094350564631,9398025.557520958,,,,,
PRESUPUESTOS EJEMPLO,000410,00410,BLOQUE DE CEMENTO,,,,,,,,,,,,,,,,,
PRESUPUESTOS EJEMPLO,041005,0041005,Levante Bloque cemento 15,M2,67.2,54054.370426462,3632453.692658247,56705.82822072168,3810631.6564324973,56760.805337649566,3814326.118690051,56250.84396264957,3780056.7142900513,54187.136232712,3641375.5548382467,,,,,
PRESUPUESTOS EJEMPLO,041500,0041500,BLOQUE DE ARCILLA,,,,,,,,,,,,,,,,,
